Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
20-March-2012,145.00,150.20,145.00,150.00,148.917690417690417690,814,14,121219.00,712,87.47,5.20,5.00
19-March-2012,150.20,151.40,140.00,151.40,148.666470588235294117,1700,65,252733.00,1017,59.82,11.40,1.20
16-March-2012,148.05,153.00,146.85,150.20,149.161458333333333333,1152,58,171834.00,839,72.83,6.15,2.15
15-March-2012,150.00,150.50,150.00,150.00,150.021881838074398249,457,8,68560.00,455,99.56,0.50,0.00
14-March-2012,152.40,157.60,151.00,153.30,152.963066202090592334,4305,58,658506.00,3402,79.02,6.60,0.90
13-March-2012,156.00,157.50,152.25,153.50,154.856603773584905660,530,41,82074.00,319,60.19,5.25,-2.50
12-March-2012,151.15,155.00,151.10,151.30,153.161202185792349726,2196,63,336342.00,1105,50.32,3.90,0.15
9-March-2012,153.85,153.85,150.00,152.00,151.461614173228346456,3048,31,461655.00,2767,90.78,3.85,-1.85
7-March-2012,152.30,153.00,146.10,151.30,150.805825242718446601,618,25,93198.00,539,87.22,6.90,-1.00
6-March-2012,151.70,153.60,145.25,152.20,150.654157468727005150,2718,67,409478.00,2065,75.97,8.35,0.50
5-March-2012,153.95,153.95,148.15,149.85,149.935159817351598173,3285,176,492537.00,1064,32.39,5.80,-4.10
3-March-2012,154.50,154.50,153.20,153.45,153.542857142857142857,105,8,16122.00,90,85.71,1.30,-1.05
2-March-2012,163.50,163.50,150.55,155.20,153.917833019984680732,14361,459,2210414.00,4170,29.04,12.95,-8.30
1-March-2012,153.00,172.70,152.00,162.30,165.297278451157734982,146277,2793,24179190.00,39904,27.28,20.70,9.30
29-February-2012,145.00,149.40,145.00,147.80,147.206293706293706293,286,22,42101.00,182,63.64,4.40,2.80
28-February-2012,145.00,149.00,145.00,148.70,147.756013745704467353,291,20,42997.00,288,98.97,4.00,3.70
27-February-2012,145.85,146.00,140.05,143.80,143.221262208865514650,2662,28,381255.00,1932,72.58,5.95,-2.05
24-February-2012,140.35,147.95,140.15,147.00,146.896075984470327232,14424,76,2118829.00,14154,98.13,7.80,6.65
23-February-2012,140.00,140.25,139.40,140.25,139.921428571428571428,420,9,58767.00,410,97.62,0.85,0.25
22-February-2012,146.25,147.65,136.05,140.80,142.548741805878621272,4729,187,674113.00,3838,81.16,11.60,-5.45
21-February-2012,147.50,149.00,144.05,146.05,146.749673714434873401,3831,127,562198.00,3733,97.44,4.95,-1.45
17-February-2012,144.80,149.85,142.15,148.15,147.435727670206121174,8005,196,1180223.00,6620,82.70,7.70,3.35
16-February-2012,144.45,145.80,143.10,145.75,144.625207296849087893,603,91,87209.00,349,57.88,2.70,1.30
15-February-2012,143.85,146.50,142.00,145.65,144.877269317329332333,6665,84,965607.00,5609,84.16,4.50,1.80
14-February-2012,139.05,143.65,130.00,143.35,141.854359750331000567,5287,100,749984.00,4555,86.15,13.65,4.30
13-February-2012,140.00,141.00,139.00,140.20,139.709603782814283384,6133,230,856839.00,3083,50.27,2.00,0.20
10-February-2012,142.00,142.00,140.00,141.30,141.146313364055299539,868,151,122515.00,848,97.70,2.00,-0.70
9-February-2012,138.10,139.50,138.00,138.35,138.626666666666666666,225,14,31191.00,215,95.56,1.50,0.25
8-February-2012,140.00,141.20,138.10,140.30,140.205371900826446280,2420,39,339297.00,2177,89.96,3.10,0.30
7-February-2012,137.55,140.45,137.50,139.90,138.977952755905511811,635,30,88251.00,340,53.54,2.95,2.35
6-February-2012,139.80,140.00,134.60,139.75,138.333907480314960629,4064,206,562189.00,3486,85.78,5.40,-0.05
3-February-2012,134.95,136.25,133.00,135.45,134.971342383107088989,663,30,89486.00,535,80.69,3.25,0.50
2-February-2012,138.90,138.90,133.00,133.45,135.674863387978142076,366,23,49657.00,284,77.60,5.90,-5.45
1-February-2012,135.00,135.00,133.00,133.00,133.095238095238095238,21,3,2795.00,11,52.38,2.00,-2.00
31-January-2012,130.00,136.60,130.00,136.10,132.217418351477449455,3215,42,425079.00,2211,68.77,6.60,6.10
30-January-2012,136.95,136.95,131.40,133.05,133.924060150375939849,1330,53,178119.00,921,69.25,5.55,-3.90
27-January-2012,140.00,140.15,135.50,136.95,137.489733059548254620,1948,95,267830.00,1316,67.56,4.65,-3.05
25-January-2012,135.25,139.95,135.20,139.60,138.945437441204139228,1063,39,147699.00,821,77.23,4.75,4.35
24-January-2012,135.55,139.00,135.00,138.55,137.194622279129321382,1562,26,214298.00,1106,70.81,4.00,3.00
23-January-2012,136.40,138.80,135.00,137.40,136.768485283560660445,2786,137,381037.00,2147,77.06,3.80,1.00
20-January-2012,135.00,135.95,130.00,135.10,134.048307095104593487,4637,77,621582.00,3792,81.78,5.95,0.10
19-January-2012,126.90,137.00,126.90,135.10,133.602603804588257599,15823,695,2113994.00,7721,48.80,10.10,8.20
18-January-2012,125.90,131.55,124.50,127.00,128.775557770205105124,62212,1577,8011385.00,14170,22.78,7.05,1.10
17-January-2012,121.05,128.45,120.00,124.75,120.044721250771446204,1944400,451,233414956.00,1930676,99.29,8.45,3.70
16-January-2012,122.00,122.00,120.00,120.70,120.111392068139472983,7514,88,902517.00,7440,99.02,2.00,-1.30
13-January-2012,121.05,130.00,121.00,125.10,122.335881597455813100,16351,499,2000314.00,12705,77.70,9.00,4.05
12-January-2012,120.50,121.50,120.05,121.05,120.966094934184284004,2507,81,303262.00,2500,99.72,1.45,0.55
11-January-2012,122.70,123.00,120.20,122.15,121.570875290472501936,1291,41,156948.00,1050,81.33,2.80,-0.55
10-January-2012,116.45,122.00,116.40,120.05,119.671403197158081705,563,31,67375.00,403,71.58,5.60,3.60
9-January-2012,115.00,117.30,115.00,115.90,116.018656716417910447,536,25,62186.00,363,67.72,2.30,0.90
7-January-2012,116.95,116.95,116.95,116.95,116.500000000000000000,2,2,233.00,2,100.00,0.00,0.00
6-January-2012,115.00,115.00,109.90,113.25,111.816753926701570680,1146,29,128142.00,1079,94.15,5.10,-1.75
5-January-2012,115.00,115.00,113.05,113.05,114.429824561403508771,114,16,13045.00,110,96.49,1.95,-1.95
4-January-2012,115.45,118.00,111.15,116.45,115.722891566265060240,498,24,57630.00,100,20.08,6.85,1.00
3-January-2012,109.25,116.00,109.25,111.80,112.306831801837794646,2503,67,281104.00,1367,54.61,6.75,2.55
2-January-2012,111.05,114.00,105.75,113.55,112.359529411764705882,2125,90,238764.00,1500,70.59,8.25,2.50
30-December-2011,116.55,116.55,104.25,109.25,108.495412844036697247,109,10,11826.00,32,29.36,12.30,-7.30
29-December-2011,109.55,113.85,109.55,112.80,112.312500000000000000,400,13,44925.00,390,97.50,4.30,3.25
28-December-2011,111.35,111.35,108.00,110.00,109.195121951219512195,943,42,102971.00,678,71.90,3.35,-1.35
27-December-2011,110.00,111.30,108.00,108.10,108.803818762967532103,35666,52,3880597.00,35450,99.39,3.30,-1.90
26-December-2011,104.00,115.00,102.85,109.55,108.735838150289017341,3460,206,376226.00,848,24.51,12.15,5.55
23-December-2011,115.50,115.50,100.15,103.60,103.693585602215043839,13002,317,1348224.00,10692,82.23,15.35,-11.90
22-December-2011,109.05,116.35,106.00,113.00,110.794444444444444444,540,31,59829.00,315,58.33,10.35,3.95
21-December-2011,114.90,114.90,112.95,112.95,113.041666666666666666,24,5,2713.00,21,87.50,1.95,-1.95
20-December-2011,112.60,114.00,112.05,112.15,112.918918918918918918,111,9,12534.00,50,45.05,1.95,-0.45
19-December-2011,119.65,119.65,110.35,113.00,112.368159203980099502,201,7,22586.00,150,74.63,9.30,-6.65
16-December-2011,124.95,124.95,118.20,118.30,121.349829351535836177,586,59,71111.00,567,96.76,6.75,-6.65
15-December-2011,120.45,122.00,116.15,120.05,120.626794258373205741,418,31,50422.00,312,74.64,5.85,-0.40
14-December-2011,114.20,126.95,114.20,121.15,122.001044295709402255,500816,75,61100075.00,500275,99.89,12.75,6.95
13-December-2011,120.00,120.00,119.05,119.45,119.712041884816753926,191,19,22865.00,104,54.45,0.95,-0.55
12-December-2011,125.00,125.00,122.10,122.10,122.526315789473684210,19,5,2328.00,16,84.21,2.90,-2.90
9-December-2011,125.85,125.85,122.95,124.85,123.459183673469387755,196,9,24198.00,175,89.29,2.90,-1.00
8-December-2011,122.45,126.45,121.00,124.35,124.991458885149264134,401704,54,50209569.00,401030,99.83,5.45,1.90
7-December-2011,131.15,131.15,124.30,126.60,125.716814159292035398,113,9,14206.00,85,75.22,6.85,-4.55
5-December-2011,132.95,132.95,125.10,128.50,128.445945945945945945,222,8,28515.00,120,54.05,7.85,-4.45
2-December-2011,117.65,130.20,117.60,130.00,129.406170966110268082,11862,43,1535016.00,10628,89.60,12.60,12.35
1-December-2011,126.00,130.75,124.65,130.00,127.375936329588014981,2136,60,272075.00,1725,81.00,6.10,4.00
30-November-2011,124.45,130.00,121.00,128.40,126.690848214285714285,2688,101,340545.00,1834,68.23,9.00,3.95
29-November-2011,123.05,127.80,123.05,125.00,124.821853961677887105,1931,75,241031.00,840,43.50,4.75,1.95
28-November-2011,118.00,125.40,117.00,123.70,122.616352201257861635,1749,90,214456.00,1306,74.67,8.40,5.70
25-November-2011,115.70,117.60,115.25,117.00,115.823970037453183520,267,22,30925.00,225,84.27,2.35,1.30
24-November-2011,115.15,117.95,114.15,117.00,115.823647294589178356,499,19,57796.00,469,93.99,3.80,1.85
23-November-2011,115.80,117.25,115.00,115.80,116.076923076923076923,611,45,70923.00,330,54.01,2.25,0.00
22-November-2011,116.05,121.00,114.95,117.75,116.861702127659574468,2914,60,340535.00,2432,83.46,6.05,1.70
21-November-2011,119.70,119.70,114.05,117.70,118.554054054054054054,222,11,26319.00,150,67.57,5.65,-2.00
18-November-2011,116.00,119.00,116.00,116.65,116.376712328767123287,438,22,50973.00,304,69.41,3.00,0.65
17-November-2011,117.45,118.00,116.00,116.10,116.365562913907284768,1510,43,175712.00,1455,96.36,2.00,-1.35
16-November-2011,114.05,124.45,114.00,120.85,118.070469798657718120,2682,297,316665.00,1495,55.74,10.45,6.80
15-November-2011,126.35,126.35,117.70,121.25,122.629825616355983162,8315,376,1019667.00,3528,42.43,8.65,-5.10
14-November-2011,121.00,136.00,121.00,128.85,121.224817201943036700,2663048,1432,322827507.00,2606477,97.88,15.00,7.85
11-November-2011,121.00,122.00,119.20,120.65,120.850372736954206602,1878,60,226957.00,769,40.95,2.80,-0.35
9-November-2011,129.85,129.85,121.25,124.50,126.021574973031283710,927,32,116822.00,279,30.10,8.60,-5.35
8-November-2011,127.95,127.95,123.50,124.95,126.762500000000000000,480,33,60846.00,302,62.92,4.45,-3.00
4-November-2011,128.80,128.80,121.35,124.65,123.982248520710059171,845,124,104765.00,615,72.78,7.45,-4.15
3-November-2011,121.35,125.00,121.00,123.50,122.409138110072689511,1926,40,235760.00,1350,70.09,4.00,2.15
2-November-2011,121.95,126.50,117.10,126.05,123.600780868716447047,4098,169,506516.00,3476,84.82,9.40,4.10
1-November-2011,117.00,118.00,117.00,117.05,117.209558823529411764,272,11,31881.00,270,99.26,1.00,0.05
31-October-2011,119.65,119.65,116.00,117.95,116.604901374775851763,1673,82,195080.00,1456,87.03,3.65,-1.70
28-October-2011,117.95,118.85,116.10,116.80,117.406347230864965774,1607,156,188672.00,1112,69.20,2.75,-1.15
26-October-2011,115.00,115.50,113.50,115.50,115.281407035175879396,199,10,22941.00,188,94.47,2.00,0.50
25-October-2011,115.00,115.95,113.00,114.15,113.188709677419354838,620,19,70177.00,612,98.71,2.95,-0.85
24-October-2011,112.05,114.00,112.00,113.25,113.270134228187919463,1192,32,135018.00,1191,99.92,2.00,1.20
21-October-2011,115.95,115.95,113.35,114.05,113.841935483870967741,1240,81,141164.00,909,73.31,2.60,-1.90
20-October-2011,115.90,115.90,110.25,111.80,112.990228013029315960,1228,51,138752.00,727,59.20,5.65,-4.10
19-October-2011,117.65,123.00,112.30,114.95,119.495289855072463768,16560,662,1978842.00,3479,21.01,10.70,-2.70
18-October-2011,114.05,118.00,112.00,116.65,116.566624365482233502,1576,48,183709.00,687,43.59,6.00,2.60
17-October-2011,118.95,120.90,115.00,117.70,118.303044719314938154,2102,97,248673.00,831,39.53,5.90,-1.25
14-October-2011,113.95,114.00,111.00,112.50,113.568181818181818181,616,32,69958.00,387,62.82,3.00,-1.45
13-October-2011,111.65,112.55,111.65,112.50,111.982300884955752212,113,4,12654.00,67,59.29,0.90,0.85
12-October-2011,116.00,116.00,112.65,113.90,114.308584686774941995,1293,35,147801.00,710,54.91,3.35,-2.10
11-October-2011,112.25,112.45,112.20,112.45,112.380368098159509202,163,7,18318.00,103,63.19,0.25,0.20
10-October-2011,123.95,123.95,111.05,113.75,113.013761467889908256,218,19,24637.00,39,17.89,12.90,-10.20
7-October-2011,110.45,117.35,110.45,112.65,112.317241379310344827,435,34,48858.00,274,62.99,6.90,2.20
5-October-2011,114.75,114.75,108.30,110.45,110.267195767195767195,378,17,41681.00,280,74.07,6.45,-4.30
4-October-2011,114.95,114.95,110.05,111.90,112.651315789473684210,608,20,68492.00,506,83.22,4.90,-3.05
3-October-2011,118.00,118.00,109.15,113.00,114.958923512747875354,706,33,81161.00,502,71.10,8.85,-5.00
30-September-2011,118.75,118.75,112.00,113.95,114.690117252931323283,597,43,68470.00,446,74.71,6.75,-4.80
29-September-2011,115.05,116.95,115.05,116.95,115.069026548672566371,565,7,65014.00,535,94.69,1.90,1.90
28-September-2011,117.75,118.45,114.70,115.90,115.809248554913294797,692,27,80140.00,598,86.42,3.75,-1.85
27-September-2011,123.00,123.85,115.00,115.80,117.222118380062305295,3210,63,376283.00,2172,67.66,8.85,-7.20
26-September-2011,112.80,119.95,112.80,116.90,115.392330383480825958,678,18,78236.00,450,66.37,7.15,4.10
23-September-2011,115.00,118.75,115.00,115.95,116.070756790014942427,11377,144,1320537.00,835,7.34,3.75,0.95
22-September-2011,119.25,120.70,114.05,115.00,118.516992218516754009,12594,228,1492603.00,1225,9.73,6.65,-4.25
21-September-2011,125.40,125.40,119.35,120.15,119.768151683654810911,213286,53,25544870.00,207119,97.11,6.05,-5.25
20-September-2011,122.95,126.95,120.05,122.35,122.839030206677265500,2516,88,309063.00,1425,56.64,6.90,-0.60
19-September-2011,119.00,123.95,119.00,119.00,120.306629834254143646,362,22,43551.00,200,55.25,4.95,0.00
16-September-2011,126.95,126.95,120.40,121.40,121.937500000000000000,352,21,42922.00,234,66.48,6.55,-5.55
15-September-2011,123.00,123.95,123.00,123.95,123.022349025202092249,2103,5,258716.00,2101,99.90,0.95,0.95
14-September-2011,129.15,129.15,124.00,126.25,125.400000000000000000,215,16,26961.00,179,83.26,5.15,-2.90
13-September-2011,121.10,125.50,121.10,124.75,124.183823529411764705,408,20,50667.00,361,88.48,4.40,3.65
12-September-2011,126.95,126.95,120.15,122.00,122.716000000000000000,500,30,61358.00,446,89.20,6.80,-4.95
9-September-2011,130.95,130.95,122.00,123.50,123.328155339805825242,515,25,63514.00,410,79.61,8.95,-7.45
8-September-2011,127.00,129.90,124.55,126.35,126.455427531837477258,1649,71,208525.00,1470,89.14,5.35,-0.65
7-September-2011,128.85,128.85,120.00,122.55,122.224222585924713584,611,30,74679.00,400,65.47,8.85,-6.30
6-September-2011,121.05,125.75,120.10,124.55,122.773499610288386593,6415,123,787592.00,3096,48.26,5.65,3.50
5-September-2011,119.00,123.45,118.00,120.00,119.122340425531914893,752,16,89580.00,679,90.29,5.45,1.00
2-September-2011,122.00,122.00,119.00,120.25,119.628291171915332989,1937,29,231720.00,1814,93.65,3.00,-1.75
30-August-2011,129.45,129.45,119.45,119.45,121.946428571428571428,224,14,27316.00,212,94.64,10.00,-10.00
29-August-2011,120.00,122.45,116.10,121.40,118.400000000000000000,1210,23,143264.00,883,72.98,6.35,1.40
26-August-2011,120.00,121.00,117.00,119.90,119.464751958224543080,383,30,45755.00,350,91.38,4.00,-0.10
25-August-2011,116.15,118.00,113.00,117.10,115.952727272727272727,550,35,63774.00,52,9.45,5.00,0.95
24-August-2011,118.00,119.95,116.15,119.05,118.202586206896551724,1624,45,191961.00,1000,61.58,3.80,1.05
23-August-2011,112.25,117.95,112.25,114.05,114.544474393530997304,371,47,42496.00,264,71.16,5.70,1.80
22-August-2011,113.50,113.50,107.50,111.50,110.428176795580110497,1086,23,119925.00,798,73.48,6.00,-2.00
19-August-2011,104.10,125.00,104.05,111.40,114.639052013422818791,4768,251,546599.00,2098,44.00,20.95,7.30
18-August-2011,113.40,113.45,108.00,109.45,110.589980224126565589,1517,93,167765.00,911,60.05,5.45,-3.95
17-August-2011,115.50,119.00,115.00,115.15,116.526315789473684210,570,36,66420.00,324,56.84,4.00,-0.35
16-August-2011,117.00,120.00,115.50,117.65,118.041217798594847775,2135,88,252018.00,1160,54.33,4.50,0.65
12-August-2011,120.05,122.00,116.00,116.95,117.713207547169811320,1060,70,124776.00,879,82.92,6.00,-3.10
11-August-2011,122.75,124.85,119.20,120.05,121.998229399598562150,393087,70,47955918.00,392022,99.73,5.65,-2.70
10-August-2011,123.80,125.50,121.05,121.60,123.195339273474982864,1459,72,179742.00,734,50.31,4.45,-2.20
9-August-2011,125.00,125.05,121.00,122.65,122.583386176284083703,1577,73,193314.00,975,61.83,4.05,-2.35
8-August-2011,122.30,137.50,116.60,127.05,123.702861335289801907,4089,229,505821.00,2266,55.42,20.90,4.75
5-August-2011,131.05,132.75,122.30,125.80,127.040119504908237302,2343,121,297655.00,1667,71.15,10.45,-5.25
4-August-2011,134.10,134.50,131.65,131.65,133.151832460732984293,382,19,50864.00,279,73.04,2.85,-2.45
3-August-2011,134.00,134.70,133.00,133.05,133.340425531914893617,893,20,119073.00,840,94.06,1.70,-0.95
2-August-2011,133.30,134.95,131.60,133.00,132.941824592331423534,4538,39,603290.00,4177,92.04,3.35,-0.30
1-August-2011,138.00,138.00,133.35,134.75,134.714212152420185375,1942,31,261615.00,1819,93.67,4.65,-3.25
29-July-2011,133.55,140.00,133.50,136.05,137.241678321678321678,3575,49,490639.00,3116,87.16,6.50,2.50
28-July-2011,135.00,136.00,134.50,134.60,134.643518518518518518,216,12,29083.00,206,95.37,1.50,-0.40
27-July-2011,137.75,137.75,135.15,135.15,135.196078431372549019,51,3,6895.00,50,98.04,2.60,-2.60
26-July-2011,136.00,136.50,135.00,135.20,135.483815028901734104,1730,45,234387.00,1704,98.50,1.50,-0.80
25-July-2011,139.00,139.00,135.65,136.25,136.891156462585034013,588,21,80492.00,417,70.92,3.35,-2.75
22-July-2011,139.00,139.00,136.55,137.35,137.553439803439803439,1628,47,223937.00,1072,65.85,2.45,-1.65
21-July-2011,136.35,143.55,136.05,138.35,137.315068493150684931,584,20,80192.00,331,56.68,7.50,2.00
20-July-2011,140.00,141.30,136.40,139.05,139.236431966397700895,18094,425,2519344.00,3808,21.05,4.90,-0.95
19-July-2011,137.05,147.55,137.05,140.05,143.213394143062890062,8332,247,1193254.00,1200,14.40,10.50,3.00
18-July-2011,137.00,138.65,137.00,138.00,137.900156006240249609,1923,23,265182.00,1816,94.44,1.65,1.00
15-July-2011,142.70,142.70,136.50,137.20,137.666961130742049469,1132,75,155839.00,719,63.52,6.20,-5.50
14-July-2011,136.75,141.10,136.75,140.30,138.648050579557428872,949,49,131577.00,661,69.65,4.35,3.55
13-July-2011,140.00,140.00,140.00,140.00,140.000000000000000000,426,13,59640.00,425,99.77,0.00,0.00
12-July-2011,135.00,141.00,135.00,139.10,138.472876151484135107,977,60,135288.00,816,83.52,6.00,4.10
11-July-2011,139.70,139.70,137.85,139.35,138.545064377682403433,233,13,32281.00,212,90.99,1.85,-0.35
8-July-2011,138.70,141.95,137.90,138.30,138.733628074053605968,3619,69,502077.00,1928,53.27,4.05,-0.40
7-July-2011,143.00,148.50,138.00,139.95,144.093119503362648732,3866,165,557064.00,1421,36.76,10.50,-3.05
6-July-2011,143.00,143.00,139.85,140.50,140.500000000000000000,312,15,43836.00,305,97.76,3.15,-2.50
5-July-2011,138.05,141.00,138.05,140.50,140.348837209302325581,688,18,96560.00,661,96.08,2.95,2.45
4-July-2011,140.00,142.00,137.25,139.80,138.678861788617886178,492,27,68230.00,440,89.43,4.75,-0.20
1-July-2011,149.00,149.00,138.05,141.05,141.669496664645239539,1649,93,233613.00,893,54.15,10.95,-7.95
30-June-2011,144.00,146.00,143.65,144.50,145.451612903225806451,620,20,90180.00,518,83.55,2.35,0.50
29-June-2011,143.00,148.80,142.20,145.00,144.635571054925893635,1147,66,165897.00,1054,91.89,6.60,2.00
28-June-2011,140.55,145.00,140.55,143.15,142.742092457420924574,822,30,117334.00,670,81.51,4.45,2.60
27-June-2011,145.50,145.50,141.05,142.15,141.301587301587301587,126,4,17804.00,125,99.21,4.45,-3.35
24-June-2011,138.35,142.95,138.35,141.05,140.882998171846435100,1094,20,154126.00,1089,99.54,4.60,2.70
23-June-2011,136.00,141.30,136.00,140.15,138.772128915115751248,2203,65,305715.00,1737,78.85,5.30,4.15
22-June-2011,138.00,142.00,136.20,137.75,137.179039301310043668,458,33,62828.00,328,71.62,5.80,-0.25
21-June-2011,135.50,137.40,135.50,136.45,136.044515103338632750,629,11,85572.00,472,75.04,1.90,0.95
20-June-2011,134.00,137.05,131.05,135.90,135.145950627977479428,2309,36,312052.00,2089,90.47,6.00,1.90
17-June-2011,137.90,137.90,134.55,137.50,135.611801242236024844,322,21,43667.00,226,70.19,3.35,-0.40
16-June-2011,136.70,137.65,133.25,135.55,134.322607959356477561,2362,76,317270.00,1480,62.66,4.40,-1.15
15-June-2011,139.00,139.85,135.00,136.60,136.886763965777554101,3974,143,543988.00,1554,39.10,4.85,-2.40
14-June-2011,141.50,143.80,139.00,141.25,141.596062705067444403,2743,117,388398.00,1250,45.57,4.80,-0.25
13-June-2011,142.90,143.55,140.05,141.85,141.689138576779026217,267,19,37831.00,110,41.20,3.50,-1.05
10-June-2011,142.95,143.00,141.10,142.00,141.555555555555555555,99,5,14014.00,96,96.97,1.90,-0.95
9-June-2011,144.00,144.00,140.85,141.25,142.125478519778817524,2351,42,334137.00,1489,63.33,3.15,-2.75
8-June-2011,144.35,144.35,140.40,142.25,141.710409072498987444,2469,47,349883.00,300,12.15,3.95,-2.10
7-June-2011,145.45,145.50,141.05,141.85,143.374848851269649334,827,32,118571.00,520,62.88,4.45,-3.60
6-June-2011,142.75,142.75,141.10,141.80,141.373417721518987341,158,15,22337.00,105,66.46,1.65,-0.95
3-June-2011,145.85,145.85,140.65,142.25,142.041825095057034220,526,18,74714.00,266,50.57,5.20,-3.60
2-June-2011,140.00,144.00,140.00,143.15,143.037613488975356679,771,28,110282.00,700,90.79,4.00,3.15
1-June-2011,149.50,149.50,138.00,142.85,141.586784140969162995,1135,74,160701.00,796,70.13,11.50,-6.65
31-May-2011,144.10,144.10,131.20,140.45,137.126516464471403812,11540,380,1582440.00,2973,25.76,12.90,-3.65
30-May-2011,144.30,146.65,140.00,141.95,142.655070561207745323,3047,163,434670.00,1654,54.28,6.65,-2.35
27-May-2011,148.00,148.00,144.10,146.50,145.955571227080394922,7090,185,1034825.00,2889,40.75,3.90,-1.50
26-May-2011,147.00,158.75,145.00,147.80,152.219763593380614657,42300,1264,6438896.00,7001,16.55,13.75,0.80
25-May-2011,148.50,151.00,148.00,148.00,148.052803129074315514,3068,49,454226.00,2940,95.83,3.00,-0.50
24-May-2011,149.20,152.00,147.00,151.70,148.693740685543964232,1342,37,199547.00,990,73.77,5.00,2.50
23-May-2011,151.00,154.20,148.10,150.00,150.164556962025316455,1343,33,201671.00,1136,84.59,6.10,-1.00
20-May-2011,155.00,155.00,150.20,152.35,152.290220820189274447,1268,64,193104.00,910,71.77,4.80,-2.65
19-May-2011,158.00,158.00,153.05,153.25,155.004618937644341801,866,38,134234.00,549,63.39,4.95,-4.75
18-May-2011,160.95,160.95,158.00,158.20,159.457772996234534696,1859,25,296432.00,1683,90.53,2.95,-2.75
17-May-2011,156.60,163.00,156.60,159.95,159.722264150943396226,2650,66,423264.00,1724,65.06,6.40,3.35
16-May-2011,160.00,160.00,157.05,159.00,158.614561027837259100,467,17,74073.00,466,99.79,2.95,-1.00
13-May-2011,162.50,162.50,156.65,157.00,156.792079207920792079,101,3,15836.00,101,100.00,5.85,-5.50
12-May-2011,157.25,160.00,157.25,159.00,159.572739187418086500,763,34,121754.00,480,62.91,2.75,1.75
11-May-2011,160.95,160.95,159.00,159.10,159.064212999216914643,1277,14,203125.00,1253,98.12,1.95,-1.85
10-May-2011,157.30,160.00,157.05,160.00,159.020542920029347028,1363,49,216745.00,797,58.47,2.95,2.70
9-May-2011,159.50,160.00,156.00,158.80,159.427256792287467134,2282,32,363813.00,2236,97.98,4.00,-0.70
6-May-2011,155.00,160.95,155.00,159.35,158.782682512733446519,1178,80,187046.00,827,70.20,5.95,4.35
5-May-2011,155.70,158.00,155.70,156.50,156.988191423244251087,1609,40,252594.00,1411,87.69,2.30,0.80
4-May-2011,154.00,159.50,154.00,157.40,156.300057870370370370,3456,83,540173.00,2211,63.98,5.50,3.40
3-May-2011,160.00,162.90,156.00,159.25,158.793009020618556701,6208,62,985787.00,5408,87.11,6.90,-0.75
2-May-2011,156.00,160.00,155.35,157.25,157.728428701180744777,4404,69,694636.00,2185,49.61,4.65,1.25
29-April-2011,151.00,162.40,151.00,161.00,158.286537526904117197,14403,345,2279801.00,7253,50.36,11.40,10.00
28-April-2011,150.50,152.85,149.70,150.50,150.369982547993019197,1146,30,172324.00,1082,94.42,3.15,0.00
27-April-2011,152.00,153.90,150.60,152.05,151.974201474201474201,814,21,123707.00,705,86.61,3.30,0.05
26-April-2011,152.00,153.50,148.15,151.60,150.792266962196773796,8121,176,1224584.00,5653,69.61,5.35,-0.40
25-April-2011,153.30,154.95,151.90,152.25,152.851237345331833520,3556,59,543539.00,2662,74.86,3.05,-1.05
21-April-2011,156.50,156.50,153.25,153.80,153.912446912773603397,6122,133,942252.00,3486,56.94,3.25,-2.70
20-April-2011,160.90,162.45,154.00,155.80,156.763947927736450584,22584,533,3540357.00,6081,26.93,8.45,-5.10
19-April-2011,159.85,159.85,156.90,158.05,157.815229563269876819,893,27,140929.00,520,58.23,2.95,-1.80
18-April-2011,160.00,162.00,156.10,156.55,158.426881720430107526,930,47,147337.00,514,55.27,5.90,-3.45
15-April-2011,163.20,164.75,159.20,160.50,161.770333609043286462,3627,124,586741.00,1958,53.98,5.55,-2.70
13-April-2011,167.00,170.75,163.00,164.35,166.640837556681781808,14996,351,2498946.00,6992,46.63,7.75,-2.65
11-April-2011,157.50,168.90,157.50,163.40,164.992464345768200784,32114,622,5298568.00,10511,32.73,11.40,5.90
8-April-2011,162.00,162.00,158.55,158.55,159.225322843995843847,6737,36,1072701.00,6325,93.88,3.45,-3.45
7-April-2011,160.30,162.50,159.60,160.65,160.613284804367606915,7693,141,1235598.00,4062,52.80,2.90,0.35
6-April-2011,162.65,162.65,159.00,159.65,160.036477752920705940,32184,63,5150614.00,31335,97.36,3.65,-3.00
5-April-2011,160.20,160.50,158.35,160.00,159.716152019002375296,842,24,134481.00,786,93.35,2.15,-0.20
4-April-2011,163.50,163.50,158.55,159.90,160.578179696616102683,1714,33,275231.00,1161,67.74,4.95,-3.60
1-April-2011,162.50,163.40,161.05,161.05,161.581775700934579439,856,17,138314.00,806,94.16,2.35,-1.45
31-March-2011,162.50,163.00,160.80,160.80,161.970852017937219730,892,24,144478.00,505,56.61,2.20,-1.70
30-March-2011,162.00,162.00,155.00,159.90,159.018766756032171581,746,46,118628.00,692,92.76,7.00,-2.10
29-March-2011,159.50,161.10,157.00,157.10,159.283853084641960692,351386,38,55970116.00,351375,100.00,4.10,-2.40
28-March-2011,161.40,162.40,159.00,159.00,160.083199141170155662,1863,33,298235.00,1319,70.80,3.40,-2.40
