Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-June-2018,750.00,762.25,730.30,746.80,745.806322841148940075,21794,919,16254103.00,6057,27.79,31.95,-3.20
27-June-2018,715.00,750.00,710.25,742.90,735.469308780357619428,29976,1291,22046428.00,6509,21.71,39.75,27.90
26-June-2018,706.95,725.00,706.95,714.50,715.423472536515120345,9722,346,6955347.00,3412,35.10,18.05,7.55
25-June-2018,707.40,715.00,706.00,710.35,709.282109150594993844,4874,217,3457041.00,1565,32.11,9.00,2.95
22-June-2018,715.00,715.00,706.00,708.95,711.356067476872846000,5513,226,3921706.00,2328,42.23,9.00,-6.05
21-June-2018,710.50,716.90,702.00,707.75,709.403922084759147143,7598,282,5390051.00,2625,34.55,14.90,-2.75
20-June-2018,715.00,724.10,707.00,710.50,713.532359436045524036,5887,251,4200565.00,2437,41.40,17.10,-4.50
19-June-2018,712.00,724.20,705.10,710.50,713.553139560683381406,9014,339,6431968.00,3179,35.27,19.10,-1.50
18-June-2018,724.25,743.00,707.10,716.75,724.430796998195117317,10527,416,7626083.00,2789,26.49,35.90,-7.50
15-June-2018,747.25,765.00,706.85,727.95,739.722181694800237509,58945,1792,43602924.00,5783,9.81,58.15,-19.30
14-June-2018,745.20,746.50,735.00,739.60,740.195893380946307868,7841,257,5803876.00,2292,29.23,11.50,-5.60
13-June-2018,770.00,775.65,745.20,748.75,755.908832399827660491,11605,555,8772322.00,3243,27.94,30.45,-21.25
12-June-2018,751.00,774.00,745.25,761.40,763.798960138648180242,21349,944,16306344.00,4229,19.81,28.75,10.40
11-June-2018,750.00,750.00,720.10,741.80,740.300473417403326490,23869,787,17670232.00,3920,16.42,29.90,-8.20
8-June-2018,715.10,734.55,701.00,727.20,718.006384039900249376,10025,447,7198014.00,2366,23.60,33.55,12.10
7-June-2018,716.95,733.20,708.50,718.00,722.527072538860103626,15440,555,11155818.00,3358,21.75,24.70,1.05
6-June-2018,675.60,711.30,660.50,705.80,691.641510801797883137,82764,900,57243018.00,62938,76.05,50.80,30.20
5-June-2018,708.00,713.45,679.30,682.90,691.244636486961764558,19903,1083,13757842.00,6424,32.28,34.15,-25.10
4-June-2018,750.00,750.00,684.70,705.95,705.839183052004305252,38093,1622,26887532.00,9657,25.35,65.30,-44.05
1-June-2018,741.10,761.10,725.45,737.35,746.900861279091075682,21828,1209,16303352.00,6548,30.00,35.65,-3.75
31-May-2018,758.55,760.30,727.90,733.80,744.055715658021133525,17697,740,13167554.00,10152,57.37,32.40,-24.75
30-May-2018,760.00,775.00,755.15,763.10,766.150583078970024262,12777,354,9789106.00,2255,17.65,19.85,3.10
29-May-2018,773.25,775.00,762.75,767.60,769.684817370812994445,11882,500,9145395.00,5000,42.08,12.25,-5.65
28-May-2018,784.25,784.25,759.00,762.70,767.354601742050582432,9529,607,7312122.00,3720,39.04,25.25,-21.55
25-May-2018,785.70,793.00,774.60,777.65,784.773014006201218860,9353,310,7339982.00,2432,26.00,18.40,-8.05
24-May-2018,787.60,798.00,774.00,780.75,786.200877553818730289,14586,560,11467526.00,2894,19.84,24.00,-6.85
23-May-2018,787.00,803.80,783.10,787.65,792.173045174846165390,13326,417,10556498.00,3728,27.98,20.70,0.65
22-May-2018,770.55,805.40,764.00,785.65,786.796714579055441478,15584,772,12261440.00,2394,15.36,41.40,15.10
21-May-2018,795.05,799.00,755.00,763.95,769.866970786102663349,21702,1043,16707653.00,7823,36.05,44.00,-31.10
18-May-2018,817.00,817.70,790.10,793.35,798.784001862052913336,12889,484,10295527.00,4389,34.05,27.60,-23.65
17-May-2018,830.00,830.00,811.00,812.95,817.129359972908906197,8859,269,7238949.00,3041,34.33,19.00,-17.05
16-May-2018,810.50,838.00,809.30,815.25,819.308528696609625177,21797,642,17858468.00,3170,14.54,28.70,4.75
15-May-2018,817.05,848.85,805.60,809.90,826.342412587412587412,28600,928,23633393.00,5094,17.81,43.25,-7.15
14-May-2018,877.95,880.00,801.00,822.20,841.588092105263157894,30400,1208,25584278.00,12790,42.07,79.00,-55.75
11-May-2018,866.05,887.00,857.25,879.65,877.498250162022034996,46290,1473,40619394.00,9575,20.68,29.75,13.60
10-May-2018,827.25,865.60,827.25,857.15,852.062723241778544155,64952,2266,55343178.00,12191,18.77,38.35,29.90
9-May-2018,820.00,834.00,816.20,824.90,826.851086611675126903,25216,1242,20849877.00,5261,20.86,17.80,4.90
8-May-2018,826.00,838.00,807.05,816.10,820.058418880304794158,28347,1129,23246196.00,5355,18.89,30.95,-9.90
7-May-2018,807.00,864.00,804.00,816.45,840.524703084217516872,64749,2532,54423134.00,6895,10.65,60.00,9.45
4-May-2018,827.90,828.00,783.10,806.45,799.907089593157144423,36476,1484,29177411.00,5848,16.03,44.90,-21.45
3-May-2018,808.00,838.70,808.00,827.80,826.368949183529313998,144402,4601,119329329.00,56296,38.99,30.70,19.80
2-May-2018,763.20,826.25,758.15,804.90,801.218412515911797314,121765,4638,97560360.00,18676,15.34,68.10,41.70
30-April-2018,749.70,770.90,745.15,763.15,756.911490946014554070,23636,1057,17890360.00,6396,27.06,25.75,13.45
27-April-2018,769.75,775.00,728.00,742.35,746.874482090997095837,51650,2005,38576067.00,8878,17.19,47.00,-27.40
26-April-2018,740.00,779.45,736.90,763.00,765.323471438886828906,102482,4447,78431880.00,17697,17.27,42.55,23.00
25-April-2018,719.85,775.00,717.00,734.35,740.396929462862169443,72756,3112,53868319.00,15067,20.71,58.00,14.50
24-April-2018,722.80,727.00,703.95,719.30,717.986483963708322443,26783,1771,19229832.00,7624,28.47,23.05,-3.50
23-April-2018,700.90,728.90,700.90,715.10,719.583590982072955507,75361,3284,54228539.00,18685,24.79,28.00,14.20
20-April-2018,668.50,734.25,665.00,708.45,698.473280615206035983,275680,10154,192555114.00,38969,14.14,69.25,39.95
19-April-2018,646.90,653.10,640.00,647.60,648.272925144317213968,10567,532,6850300.00,4130,39.08,13.10,0.70
18-April-2018,655.00,663.00,638.10,641.85,649.727466072513672270,19748,734,12830818.00,5910,29.93,24.90,-13.15
17-April-2018,648.00,655.00,648.00,652.35,651.384721401850758023,5079,182,3308383.00,3026,59.58,7.00,4.35
16-April-2018,640.00,654.65,640.00,649.75,647.090231626424436367,158747,313,102723633.00,154034,97.03,14.65,9.75
13-April-2018,641.00,648.55,637.00,646.90,644.637561952968469893,9483,337,6113098.00,3719,39.22,11.55,5.90
12-April-2018,635.60,651.70,632.00,638.60,643.633848657445077298,25809,1131,16611546.00,6585,25.51,19.70,3.00
11-April-2018,632.00,640.00,626.25,632.30,632.249191536542548276,10823,569,6842833.00,3634,33.58,13.75,0.30
10-April-2018,639.00,644.80,624.00,637.65,637.052725732040297523,10621,521,6766137.00,3654,34.40,20.80,-1.35
9-April-2018,650.55,650.85,632.00,633.65,640.698946858733809466,8261,349,5292814.00,4271,51.70,18.85,-16.90
6-April-2018,647.30,657.20,638.40,647.60,648.694041188386225523,11848,701,7685727.00,2418,20.41,18.80,0.30
5-April-2018,665.00,665.90,635.95,643.55,646.520321984692531010,15156,692,9798662.00,6326,41.74,29.95,-21.45
4-April-2018,681.50,684.05,646.65,656.75,667.399066015707917639,9422,475,6288234.00,4648,49.33,37.40,-24.75
3-April-2018,690.00,690.00,672.00,679.60,679.748776719031676538,7766,455,5278929.00,2348,30.23,18.00,-10.40
2-April-2018,694.80,695.00,677.90,686.25,686.787484605911330049,12992,784,8922743.00,5073,39.05,17.10,-8.55
28-March-2018,675.00,698.00,671.00,688.80,682.875909311348205625,16496,1063,11264721.00,5629,34.12,27.00,13.80
27-March-2018,669.00,691.60,653.45,682.60,676.740320119246193704,56354,2023,38137024.00,30647,54.38,38.15,13.60
26-March-2018,660.00,670.00,646.25,665.95,651.121152994386440043,512509,734,333705451.00,4026,0.79,23.75,5.95
23-March-2018,658.00,667.00,640.00,659.85,651.348972360028348688,7055,460,4595267.00,1181,16.74,27.00,1.85
22-March-2018,660.00,673.20,652.25,658.95,664.763064777111968562,56239,664,37385610.00,47018,83.60,20.95,-1.05
21-March-2018,645.85,672.15,645.05,651.80,660.354546755383844888,27954,891,18459551.00,12794,45.77,27.10,5.95
20-March-2018,639.00,649.90,633.10,642.75,639.426342133673569535,10189,864,6515115.00,5440,53.39,16.80,3.75
19-March-2018,630.00,645.95,630.00,639.20,641.195453715537703122,10954,895,7023655.00,4394,40.11,15.95,9.20
16-March-2018,629.00,638.00,626.55,631.50,629.916604338070306656,5348,391,3368794.00,2044,38.22,11.45,2.50
15-March-2018,625.55,631.00,625.50,629.55,628.287124640065816536,2431,106,1527366.00,1291,53.11,5.50,4.00
14-March-2018,623.80,635.00,623.50,630.00,629.069809069212410501,5028,297,3162963.00,1602,31.86,11.50,6.20
13-March-2018,625.55,630.35,623.10,625.30,625.410197368421052631,6080,288,3802494.00,3455,56.83,7.25,-0.25
12-March-2018,627.50,637.00,622.50,624.50,629.056285546185526573,20396,1134,12830232.00,8495,41.65,14.50,-3.00
9-March-2018,618.70,623.70,617.30,621.90,621.214707968786947268,4229,474,2627117.00,3012,71.22,6.40,3.20
8-March-2018,627.00,627.00,618.00,620.90,620.853901494189263973,5421,230,3365649.00,3324,61.32,9.00,-6.10
7-March-2018,625.60,638.90,621.60,626.00,626.826746074715755278,5541,680,3473247.00,2054,37.07,17.30,0.40
6-March-2018,640.00,643.35,619.65,623.40,628.271375464684014869,9953,782,6253185.00,5165,51.89,23.70,-16.60
5-March-2018,632.00,634.00,625.10,627.80,629.377502001601281024,2498,126,1572185.00,1282,51.32,8.90,-4.20
1-March-2018,636.45,638.40,631.00,633.50,635.767386091127098321,5838,395,3711610.00,2711,46.44,7.40,-2.95
28-February-2018,630.00,644.00,626.00,636.50,635.706665082570987287,8417,367,5350743.00,2349,27.91,18.00,6.50
27-February-2018,640.10,643.00,625.00,629.50,633.466035271064663618,3062,138,1939673.00,1257,41.05,18.00,-10.60
26-February-2018,640.00,640.00,625.00,636.30,634.740154609101516919,13712,338,8703557.00,8277,60.36,15.00,-3.70
23-February-2018,629.90,629.90,621.00,622.30,623.663047512991833704,10776,319,6720593.00,4834,44.86,8.90,-7.60
22-February-2018,635.00,652.00,617.00,623.95,637.674258839338204417,59535,2106,37963937.00,20356,34.19,35.00,-11.05
21-February-2018,619.90,634.00,619.75,630.15,626.227853233326576120,9866,388,6178364.00,5024,50.92,14.25,10.25
20-February-2018,615.50,620.70,610.25,612.95,615.536630521026183549,3781,161,2327344.00,1778,47.02,10.45,-2.55
19-February-2018,610.00,622.30,595.00,610.90,606.227859986479381056,26626,1012,16141423.00,12072,45.34,27.30,0.90
16-February-2018,615.50,628.00,602.25,608.65,612.716571493187086560,17687,1892,10837118.00,8177,46.23,25.75,-6.85
15-February-2018,625.55,626.30,612.60,617.95,619.520383851753805426,15110,900,9360953.00,5686,37.63,13.70,-7.60
14-February-2018,627.90,630.30,619.50,623.70,626.755269320843091334,3416,217,2140996.00,1330,38.93,10.80,-4.20
12-February-2018,624.40,637.45,621.90,626.15,628.937876422038813294,8966,563,5639057.00,3140,35.02,15.55,1.75
9-February-2018,611.00,633.30,611.00,628.05,625.366371955948503179,6447,336,4031737.00,2289,35.50,22.30,17.05
8-February-2018,605.00,644.25,605.00,624.00,628.414685338746860269,29063,866,18263616.00,5513,18.97,39.25,19.00
7-February-2018,619.95,619.95,602.95,605.55,607.497457914359959326,8851,429,5376960.00,1452,16.40,17.00,-14.40
6-February-2018,609.85,619.00,596.00,601.35,602.008063466521528213,169034,738,101759831.00,153756,90.96,23.00,-8.50
5-February-2018,608.70,635.00,603.70,623.20,623.677741635687732342,12912,919,8052927.00,3524,27.29,31.30,14.50
2-February-2018,640.00,640.00,615.00,618.50,625.674772327847899025,31295,1393,19580492.00,12336,39.42,25.00,-21.50
1-February-2018,643.05,647.00,629.20,640.85,641.108037503578585742,27944,1562,17915123.00,8676,31.05,17.80,-2.20
31-January-2018,628.00,645.00,627.80,642.45,639.956272052561138824,41095,2414,26299003.00,14592,35.51,17.20,14.45
30-January-2018,648.65,653.05,616.05,627.35,647.728740133201776023,194592,1402,126042831.00,174763,89.81,37.00,-21.30
29-January-2018,649.85,658.00,638.00,649.25,649.610969895038992927,57831,2093,37567652.00,21667,37.47,20.00,-0.60
25-January-2018,645.55,654.10,635.45,642.85,646.305155072349589012,38079,1769,24610654.00,8362,21.96,18.65,-2.70
24-January-2018,648.70,663.55,633.60,643.00,645.355780495088167959,130603,4309,84285401.00,16985,13.01,29.95,-5.70
23-January-2018,638.00,685.00,624.90,663.55,651.258317885341572262,72825,3177,47427887.00,18344,25.19,60.10,25.55
22-January-2018,660.00,683.00,625.25,630.50,653.471295809642123369,83716,4288,54706003.00,20955,25.03,57.75,-29.50
19-January-2018,582.10,675.00,582.10,653.10,631.550304613810568682,236529,7827,149379962.00,101521,42.92,92.90,71.00
18-January-2018,594.55,600.00,576.55,580.95,592.419884567816407860,14554,563,8622079.00,7165,49.23,23.45,-13.60
17-January-2018,586.30,595.00,578.30,589.50,587.193416439423451499,5134,274,3014651.00,1945,37.88,16.70,3.20
16-January-2018,594.55,596.20,576.00,582.35,584.109203798392987582,5476,191,3198582.00,2387,43.59,20.20,-12.20
15-January-2018,584.80,593.90,570.30,590.20,586.776749091761396929,8533,410,5006966.00,3621,42.44,23.60,5.40
12-January-2018,583.00,600.00,571.05,579.50,588.629144006555911495,26846,809,15802338.00,6603,24.60,28.95,-3.50
11-January-2018,585.70,594.85,579.35,582.95,585.269175108538350217,4146,221,2426526.00,1776,42.84,15.50,-2.75
10-January-2018,581.65,589.95,575.00,580.35,581.584651898734177215,2528,141,1470246.00,1109,43.87,14.95,-1.30
9-January-2018,588.00,599.00,580.10,584.10,584.139678849225476575,105807,247,61806067.00,102224,96.61,18.90,-3.90
8-January-2018,579.00,584.25,574.75,582.05,578.559392006004878964,5329,376,3083143.00,3387,63.56,9.50,3.05
5-January-2018,575.00,578.95,572.00,576.40,574.997602720178735964,122639,116,70517131.00,1390,1.13,6.95,1.40
4-January-2018,576.65,579.55,570.00,575.90,575.066760563380281690,3550,136,2041487.00,2109,59.41,9.55,-0.75
3-January-2018,577.45,579.70,572.50,576.65,575.040991902834008097,3952,162,2272562.00,2628,66.50,7.20,-0.80
2-January-2018,578.45,578.45,571.75,573.25,573.907377490576198169,1857,105,1065746.00,939,50.57,6.70,-5.20
1-January-2018,579.85,590.85,572.00,577.50,581.798724822489494276,6901,236,4014993.00,3526,51.09,18.85,-2.35
29-December-2017,579.15,595.00,573.25,579.20,576.794369134515119916,4795,215,2765729.00,1972,41.13,21.75,0.05
28-December-2017,567.60,587.00,567.60,581.30,577.113378952336007550,8476,247,4891613.00,6138,72.42,19.40,13.70
27-December-2017,563.60,578.00,563.60,566.95,571.050085130533484676,7048,432,4024761.00,3681,52.23,14.40,3.35
26-December-2017,572.55,579.45,561.70,563.90,569.567706955831790531,7562,384,4307071.00,1391,18.39,17.75,-8.65
22-December-2017,574.70,580.00,567.00,569.95,573.292086162491219854,8542,316,4897061.00,3898,45.63,13.00,-4.75
21-December-2017,559.35,577.00,559.35,568.45,570.543293433269940709,17878,763,10200173.00,5911,33.06,17.65,9.10
20-December-2017,563.50,563.50,556.70,559.35,559.851199216837983357,2043,107,1143776.00,1266,61.97,6.80,-4.15
19-December-2017,561.75,574.40,554.10,556.75,561.674360469960836596,12001,511,6740654.00,3836,31.96,20.30,-5.00
18-December-2017,560.00,563.75,544.00,557.95,559.020264443805691290,6958,310,3889663.00,4092,58.81,19.75,-2.05
15-December-2017,557.70,560.60,551.00,553.60,555.777663141604333247,3877,290,2154750.00,2192,56.54,9.60,-4.10
14-December-2017,567.50,567.50,550.05,551.70,553.130718954248366013,3519,154,1946467.00,2138,60.76,17.45,-15.80
13-December-2017,565.10,570.00,558.00,559.85,562.994939454183986987,5533,336,3115051.00,2887,52.18,12.00,-5.25
12-December-2017,576.40,580.25,566.00,569.65,571.483516483516483516,4459,399,2548245.00,3315,74.34,14.25,-6.75
11-December-2017,585.00,592.00,576.40,579.70,584.330273224043715846,4575,342,2673311.00,1874,40.96,15.60,-5.30
8-December-2017,595.30,601.55,583.00,585.90,590.259219206229047258,9247,426,5458127.00,3993,43.18,18.55,-9.40
7-December-2017,583.00,605.25,577.20,591.20,594.341846057850871328,22437,1108,13335248.00,4880,21.75,28.05,8.20
6-December-2017,580.05,590.00,579.40,583.55,585.452835084987673543,7707,412,4512085.00,3025,39.25,10.60,3.50
5-December-2017,574.40,583.50,570.00,580.80,579.090751516652222359,8077,343,4677316.00,4178,51.73,13.50,6.40
4-December-2017,568.00,586.80,562.40,577.25,580.673599594619495117,43416,1552,25210525.00,8707,20.05,24.40,9.25
1-December-2017,581.20,582.60,560.00,562.40,568.426467537855216760,4821,267,2740384.00,1373,28.48,22.60,-18.80
30-November-2017,558.25,580.70,553.85,576.20,571.556250535515380001,23342,961,13341266.00,4756,20.38,26.85,17.95
29-November-2017,560.40,569.45,555.00,558.10,564.029893423446841694,3847,199,2169823.00,1616,42.01,14.45,-2.30
28-November-2017,568.30,576.00,557.95,560.40,562.916899937330269479,23935,811,13473416.00,14286,59.69,18.05,-7.90
27-November-2017,567.00,587.70,565.00,572.10,578.214256833252466440,24732,1240,14300395.00,4801,19.41,22.70,5.10
24-November-2017,583.55,589.00,563.50,567.55,575.434991792607686647,17667,660,10166210.00,6702,37.94,25.50,-16.00
23-November-2017,556.45,596.00,556.00,579.50,581.925572490761490627,67381,2387,39210727.00,15314,22.73,40.00,23.05
22-November-2017,561.85,561.85,552.90,557.00,557.956941847468427155,95731,323,53413776.00,93599,97.77,8.95,-4.85
21-November-2017,560.00,563.75,554.25,555.45,558.614401175606171932,6805,238,3801371.00,3092,45.44,9.50,-4.55
20-November-2017,549.90,557.50,546.20,552.65,553.025957000524383848,11442,504,6327723.00,3991,34.88,11.30,2.75
17-November-2017,553.00,558.00,541.60,544.05,548.707212227352332431,6281,322,3446430.00,2839,45.20,16.40,-8.95
16-November-2017,541.00,552.40,539.00,549.70,547.835658128328683743,7886,368,4320232.00,4145,52.56,13.40,8.70
15-November-2017,540.00,543.95,535.00,537.25,539.557688317078231998,9638,312,5200257.00,5130,53.23,8.95,-2.75
14-November-2017,540.00,555.55,538.25,540.45,544.856886475541852652,21731,805,11840285.00,5631,25.91,17.30,0.45
13-November-2017,541.20,543.50,538.50,539.30,540.649937039035797805,5559,254,3005473.00,2218,39.90,5.00,-1.90
10-November-2017,543.00,543.50,535.10,541.10,540.892275291323387515,107784,382,58299533.00,102266,94.88,8.40,-1.90
9-November-2017,535.95,544.40,535.95,538.90,540.424650635779932015,15886,1391,8585186.00,8021,50.49,8.45,2.95
8-November-2017,530.00,536.00,526.05,529.05,531.220778216136768004,12927,1055,6867091.00,7955,61.54,9.95,-0.95
7-November-2017,529.50,540.05,520.00,525.55,532.186385178802240413,34815,1379,18528069.00,18815,54.04,20.05,-3.95
6-November-2017,530.45,537.30,526.10,529.50,532.244670542635658914,14448,716,7689871.00,6086,42.12,11.20,-0.95
3-November-2017,543.40,544.45,530.00,531.05,534.218886005190656817,25045,728,13379512.00,11347,45.31,14.45,-12.35
2-November-2017,542.00,549.80,533.20,542.60,541.826762455464049997,17121,812,9276616.00,6361,37.15,16.60,0.60
1-November-2017,547.00,553.80,538.15,541.55,546.635505702806913473,37087,1821,20273071.00,16142,43.52,15.65,-5.45
31-October-2017,559.40,563.15,530.45,544.60,544.432847650482063754,92104,2418,50144443.00,16390,17.80,32.70,-14.80
30-October-2017,564.05,570.00,551.70,556.65,564.453069088907239196,25431,605,14354606.00,18366,72.22,18.30,-7.40
27-October-2017,572.00,578.25,550.30,556.25,568.297936798119613476,19145,871,10880064.00,7240,37.82,27.95,-15.75
26-October-2017,562.00,578.05,561.20,566.60,570.104937967461248140,202958,1408,115707358.00,180392,88.88,16.85,4.60
25-October-2017,568.90,568.90,553.80,561.00,558.567224903018260951,10569,484,5903497.00,6220,58.85,15.10,-7.90
24-October-2017,543.00,562.80,540.40,558.70,556.896451058958214081,17470,937,9728981.00,6865,39.30,22.40,15.70
23-October-2017,554.95,563.70,540.00,543.65,552.957191027708547133,27284,1334,15086884.00,6900,25.29,23.70,-11.30
19-October-2017,550.00,555.00,545.00,549.75,550.161452513966480446,5370,254,2954367.00,3062,57.02,10.00,-0.25
18-October-2017,554.05,554.05,544.00,546.65,548.959111321200661782,12693,608,6967938.00,4942,38.93,10.05,-7.40
17-October-2017,555.90,557.00,547.50,552.95,551.711086152219873150,15136,675,8350699.00,8330,55.03,9.50,-2.95
16-October-2017,550.00,559.00,545.00,552.75,551.833163800253517159,63901,3574,35262691.00,18192,28.47,14.00,2.75
13-October-2017,530.00,568.80,520.00,539.40,522.832583759577953279,2788696,9505,1458021135.00,2445429,87.69,48.80,9.40
12-October-2017,522.00,539.55,515.00,522.60,527.088709270745535360,138813,4824,73166765.00,41876,30.17,24.55,0.60
11-October-2017,524.70,526.25,515.35,519.15,520.569863013698630136,5475,265,2850120.00,2429,44.37,10.90,-5.55
10-October-2017,522.00,528.00,517.05,518.95,521.786184210526315789,5776,347,3013837.00,3260,56.44,10.95,-3.05
9-October-2017,520.00,522.00,509.45,519.50,518.718397291196388261,5316,267,2757507.00,2952,55.53,12.55,-0.50
6-October-2017,520.00,520.00,508.50,508.95,511.240822320117474302,2043,119,1044465.00,921,45.08,11.50,-11.05
5-October-2017,515.50,515.65,501.00,506.20,508.390701832811801519,2237,181,1137270.00,1092,48.82,14.65,-9.30
4-October-2017,512.70,519.30,509.05,511.55,512.014390057778262291,9173,495,4696708.00,3388,36.93,10.25,-1.15
3-October-2017,518.00,518.00,505.00,506.90,509.243589743589743589,11232,489,5719824.00,5789,51.54,13.00,-11.10
29-September-2017,514.00,524.30,506.50,508.50,515.050511763923966502,22569,1113,11624175.00,6757,29.94,17.80,-5.50
28-September-2017,509.75,520.00,494.10,515.00,504.043703656489684917,47067,2073,23723825.00,8020,17.04,25.90,5.25
27-September-2017,524.40,532.00,475.20,485.50,486.891929119201846474,268620,6428,130788910.00,24582,9.15,56.80,-38.90
26-September-2017,517.00,527.80,514.80,524.40,521.329942575881870385,6095,390,3177506.00,3249,53.31,13.00,7.40
25-September-2017,514.95,522.75,505.00,508.25,511.793851132686084142,6180,671,3162886.00,2977,48.17,17.75,-6.70
22-September-2017,507.95,513.20,500.00,511.35,508.542171654711847637,8086,658,4112072.00,5683,70.28,13.20,3.40
21-September-2017,503.75,505.60,495.00,503.30,501.308601134215500945,2116,114,1060769.00,931,44.00,10.60,-0.45
20-September-2017,504.05,505.35,490.00,494.75,497.141113371555391159,5407,258,2688042.00,4124,76.27,15.35,-9.30
19-September-2017,509.95,509.95,499.20,499.55,501.422786820166732830,2519,144,1263084.00,1514,60.10,10.75,-10.40
18-September-2017,504.35,510.95,504.20,505.20,507.267587939698492462,2388,119,1211355.00,1516,63.48,6.75,0.85
15-September-2017,514.00,514.00,498.00,503.10,502.353303022198448783,3739,198,1878299.00,1747,46.72,16.00,-10.90
14-September-2017,534.95,535.00,507.70,510.75,523.021249857191819947,8753,590,4578005.00,2839,32.43,27.30,-24.20
13-September-2017,530.05,532.95,522.25,525.90,528.310679611650485436,1236,62,652992.00,635,51.38,10.70,-4.15
12-September-2017,533.40,536.10,525.25,529.30,529.279466666666666666,1875,96,992399.00,1071,57.12,10.85,-4.10
11-September-2017,542.00,542.00,525.00,527.10,532.764227642276422764,1599,97,851890.00,820,51.28,17.00,-14.90
8-September-2017,526.40,533.80,526.40,532.60,528.773755656108597285,1989,104,1051731.00,932,46.86,7.40,6.20
7-September-2017,533.30,533.30,522.20,527.35,527.750798722044728434,313,30,165186.00,166,53.04,11.10,-5.95
6-September-2017,530.00,534.75,527.55,530.40,530.376146788990825688,218,16,115622.00,105,48.17,7.20,0.40
5-September-2017,533.70,533.75,527.10,529.85,531.071271929824561403,912,50,484337.00,637,69.85,6.65,-3.85
4-September-2017,533.00,533.00,528.75,530.90,530.248226950354609929,1128,52,598120.00,731,64.80,4.25,-2.10
1-September-2017,533.10,535.05,526.00,534.20,531.606886657101865136,3485,126,1852650.00,1918,55.04,9.05,1.10
31-August-2017,529.05,532.00,524.05,529.80,527.222222222222222222,801,42,422305.00,342,42.70,7.95,0.75
30-August-2017,533.40,533.40,525.00,528.60,528.022380467955239064,983,69,519046.00,564,57.38,8.40,-4.80
29-August-2017,528.40,531.05,526.15,527.50,528.191528545119705340,1086,86,573616.00,378,34.81,4.90,-0.90
28-August-2017,534.80,536.55,515.60,534.95,526.170201428114675476,9383,494,4937055.00,4772,50.86,20.95,0.15
24-August-2017,521.60,534.00,521.60,531.35,528.598662207357859531,2392,81,1264408.00,2062,86.20,12.40,9.75
23-August-2017,518.00,521.85,515.35,519.45,519.610294117647058823,1224,55,636003.00,961,78.51,6.50,1.45
22-August-2017,509.00,517.00,504.00,513.55,511.014003294892915980,1214,84,620371.00,907,74.71,13.00,4.55
21-August-2017,511.90,513.00,504.75,508.45,510.114666666666666666,1125,149,573879.00,594,52.80,8.25,-3.45
18-August-2017,508.40,511.90,505.60,510.70,509.752409191994069681,1349,102,687656.00,890,65.97,6.30,2.30
17-August-2017,503.00,512.30,502.50,507.40,506.643079557839016036,12846,128,6508337.00,10948,85.22,9.80,4.40
16-August-2017,499.95,505.70,495.70,499.85,501.130641330166270783,2947,112,1476832.00,1323,44.89,10.00,-0.10
14-August-2017,510.00,510.00,490.00,492.20,495.006367495451788963,3298,163,1632531.00,2114,64.10,20.00,-17.80
11-August-2017,505.00,505.00,481.60,493.10,491.907752153375937760,3599,256,1770376.00,2229,61.93,23.40,-11.90
10-August-2017,520.00,522.40,506.00,508.90,515.513409961685823754,3132,195,1614588.00,1902,60.73,16.40,-11.10
9-August-2017,523.00,527.00,521.85,524.60,524.266719118804091266,1271,84,666343.00,838,65.93,5.15,1.60
8-August-2017,529.40,532.35,519.45,527.75,524.706683695189442315,4698,294,2465072.00,2595,55.24,12.90,-1.65
7-August-2017,522.15,529.20,521.00,524.55,524.173998257839721254,4592,202,2407007.00,2902,63.20,8.20,2.40
4-August-2017,531.00,531.00,521.25,525.75,525.617336152219873150,1419,142,745851.00,779,54.90,9.75,-5.25
3-August-2017,532.50,534.00,524.10,525.80,529.697691734921816827,1343,88,711384.00,701,52.20,9.90,-6.70
2-August-2017,525.00,527.35,523.35,525.75,525.535398230088495575,452,49,237542.00,224,49.56,4.00,0.75
1-August-2017,533.85,533.85,521.05,525.05,524.994270087250944133,7679,309,4031431.00,6370,82.95,12.80,-8.80
31-July-2017,550.00,550.00,521.70,525.00,527.207377866400797607,1003,76,528789.00,391,38.98,28.30,-25.00
28-July-2017,536.00,555.00,523.00,524.00,526.929248910535760061,3901,219,2055551.00,1361,34.89,32.00,-12.00
27-July-2017,535.00,535.00,525.00,525.55,529.423230974632843791,2996,202,1586152.00,1504,50.20,10.00,-9.45
26-July-2017,540.00,543.00,531.65,534.75,534.320512820512820512,1326,133,708509.00,759,57.24,11.35,-5.25
25-July-2017,544.00,545.05,530.70,534.60,534.847652790079716563,2258,213,1207686.00,1256,55.62,14.35,-9.40
24-July-2017,535.00,547.00,525.35,541.55,538.084970938278438970,7226,396,3888202.00,3481,48.17,21.65,6.55
21-July-2017,519.45,535.40,517.70,531.10,528.852160078325786317,8171,466,4321251.00,6210,76.00,17.70,11.65
20-July-2017,530.00,530.00,515.05,521.75,521.225300867618247970,3573,371,1862338.00,2570,71.93,14.95,-8.25
19-July-2017,519.00,529.00,517.30,524.00,524.980948323515845882,568034,506,298207028.00,562797,99.08,11.70,5.00
18-July-2017,516.20,518.40,513.15,516.15,516.315381907778951073,2841,173,1466852.00,1831,64.45,5.25,-0.05
